Name,Price,Rate,property,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony,city,location,Rate_per_sqft,bedroom,carpet_area_sqft,total_area,Area_Unit,Area,Property_Type,carpet_area(in sqft),Z_Score,total_area(sqft)
"1 BHK Flat for Sale in Gautam Budh Nagar, Greater Noida",1600000,5926.0,,Ready to Move,4 out of 8,Resale,East,Garden/Park,Freehold,0,1.0,1.0,Noida, Gautam Budh Nagar,5926.0,1,,270.0,,,Flat,,-0.12661298658399547,270.0
"3 BHK Flat for Sale in Sector 151, Noida Express Way, Noida",7500000,5172.0,,Poss. by Jul '24,10 out of 22,Resale,East,Main Road,Leasehold,0,3.0,3.0,Noida, Sector 151,5172.0,3,,1450.12,,,Flat,,-0.15478178501552436,1450.12
"2 BHK Flat for Sale in Unitech Sunbreeze, Sector 69, Gurgaon",7100000,6484.0,,Ready to Move,4 out of 12,Resale,North - East,Garden/Park,Freehold,0,2.0,3.0,Gurgaon, Unitech Sunbreeze,6484.0,2,,1095.0,,,Flat,,-0.5648758687710138,1095.0
"2 BHK Flat for Sale in Tri Nagar, New Delhi",6500000,7222.0,,Ready to Move,3 out of 5,Resale,North - East,,Freehold,0,2.0,0.0,Delhi, Tri Nagar,7222.0,2,,900.03,,,Flat,,-0.23339827712155736,900.03
"2 BHK Flat for Sale in Sector 143, Noida Express Way, Noida",5000000,4808.0,,Ready to Move,15 out of 18,Resale,,,,0,2.0,0.0,Noida, Sector 143,4808.0,2,,1039.93,,,Flat,,-0.16838051529281417,1039.93
"2 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",8000000,11111.0,,Ready to Move,1 out of 3,Resale,,,,0,1.0,0.0,Delhi, Shahpur Jat,11111.0,2,,720.01,,,Flat,,-0.0812670307781908,720.01
"3 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",14500000,11600.0,,Ready to Move,1 out of 2,Resale,,,,0,2.0,0.0,Delhi, Shahpur Jat,11600.0,3,,1250.0,,,Flat,,-0.06213815974144452,1250.0
"3 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",12000000,12121.0,,Ready to Move,1 out of 4,Resale,,,,0,2.0,0.0,Delhi, Poorvi Shalimar Bagh,12121.0,3,,990.02,,,Flat,,-0.04175750164298889,990.02
"3 BHK Flat for Sale in Sector 22, Mathura Road, Faridabad",4860000,5769.0,,Ready to Move,1 out of 2,Resale,,,,0,3.0,0.0,Faridabad, Sector 22,5769.0,3,,842.43,,,Flat,,-0.2031352964405571,842.43
"1 BHK Flat for Sale in Shastri Nagar Block B, New Delhi",3500000,4118.0,,Ready to Move,3 out of 4,Resale,,,,0,1.0,0.0,Delhi, Shastri Nagar Block B,4118.0,1,,849.93,,,Flat,,-0.354821622107366,849.93
"2 BHK Flat for Sale in Apex Our Homes, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",3850000,12472.0,,Ready to Move,2 out of 4,New Property,,,,0,2.0,0.0,Gurgaon, Apex Our Homes,12472.0,2,,308.69,,,Flat,,0.21568933996808126,308.69
"2 BHK Flat for Sale in Virender Nagar, New Delhi",5500000,7222.0,,Ready to Move,Ground out of 3,Resale,,,,0,2.0,0.0,Delhi, Virender Nagar,7222.0,2,,761.56,,,Flat,,-0.23339827712155736,761.56
"2 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",6500000,10101.0,,Ready to Move,Ground out of 5,Resale,,,,0,2.0,0.0,Delhi, Poorvi Shalimar Bagh,10101.0,2,,643.5,,,Flat,,-0.1207765599133927,643.5
"5 BHK House for Sale in Sector 28, Mathura Road Faridabad",62500000,3005.0,,Ready to Move,8 out of 8,Resale,,,,0,4.0,0.0,Faridabad, Sector 28,3005.0,5,,20798.67,,,House,,-0.5634023550631866,20798.67
"4 BHK Flat for Sale in Vishrantika Apartments, Dwarka, New Delhi",30000000,8151.0,,,8 out of 28,Resale,,,,0,4.0,0.0,Delhi, Vishrantika Apartments,8151.0,4,,3680.53,,,Flat,,-0.1970573339863073,3680.53
"3 BHK Flat for Sale in Budh Vihar Phase 1, New Delhi",3500000,3158.0,,Ready to Move,3 out of 4,Resale,West,Main Road,Power Of Attorney,1,2.0,1.0,Delhi, Budh Vihar Phase 1,3158.0,3,900.0,1108.3,sqft,900.0,Flat,900.0,-0.39237523395864704,1108.3
"2 BHK Flat for Sale in Urban One, Dayal Bagh Colony, Badarpur Metro, Faridabad",3000000,6422.0,,Ready to Move,Ground out of 3,Resale,North - West,Main Road,Freehold,1,2.0,2.0,Faridabad, Urban One,6422.0,2,750.0,467.14,sqft,750.0,Flat,750.0,-0.11802155212775788,467.14
"2 BHK Flat for Sale in ACE City, Noida Extension Block D, Noida",7000000,6462.0,,Ready to Move,10 out of 25,Resale,East,Main Road,Freehold,1,2.0,2.0,Noida, ACE City,6462.0,2,612.0,1083.26,sqft,612.0,Flat,612.0,-0.1065884826591951,1083.26
"2 BHK Flat for Sale in Sudha Sarovar Apartment, Govindpuram, Ghaziabad",1750000,4127.0,,Ready to Move,2 out of 2,Resale,North - East,Pool,Leasehold,2,2.0,1.0,Ghaziabad, Sudha Sarovar Apartment,4127.0,2,420.0,424.04,sqft,420.0,Flat,420.0,-0.5495118030026004,424.04
"2 BHK Flat for Sale in Sitapuri, New Delhi",2600000,4800.0,,Ready to Move,1 out of 5,Resale,East,Main Road,Freehold,0,1.0,1.0,Delhi, Sitapuri,4800.0,2,540.0,541.67,sqft,540.0,Flat,540.0,-0.3281429103546851,541.67
"1 BHK Flat for Sale in Mahavir Enclave Part 1, New Delhi",2400000,5333.0,,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,0,1.0,1.0,Delhi, Mahavir Enclave Part 1,5333.0,1,2666.0,450.03,sqft,2666.0,Flat,2666.0,-0.30729283210808844,450.03
"1 BHK Flat for Sale in The Golden Palm, Sector 168, Noida Express Way, Noida",2100000,4150.0,,Ready to Move,21 out of 31,Resale,North,Main Road,Freehold,0,1.0,2.0,Noida, The Golden Palm,4150.0,1,103.0,506.02,sqm,103.0,Flat,1108.692,-0.19296283540945344,506.02
"3 BHK Flat for Sale in Raheja Vedaanta, Sector 108, Gurgaon",10400000,2536.0,,Ready to Move,Lower Basement out of 14,Resale,,,,0,2.0,3.0,Gurgaon, Raheja Vedaanta,2536.0,3,,4100.95,,,Flat,,-1.0795170585007978,4100.95
"3 BHK Flat for Sale in Migsun Ultimo, Omicron 3, Greater Noida",5550000,21324.0,,Ready to Move,14 out of 21,Resale,,,,0,2.0,3.0,Noida, Migsun Ultimo,21324.0,3,,260.27,,,Flat,,0.4486431914646542,260.27
"4 BHK Flat for Sale in Hauz Khas Enclave, Hauz Khas, New Delhi",72500000,12778.0,,Ready to Move,1 out of 4,New Property,,,,0,5.0,3.0,Delhi, Hauz Khas Enclave,12778.0,4,,5673.81,,,Flat,,-0.016056748532268433,5673.81
"3 BHK Flat for Sale in Soami Nagar, New Delhi",23000000,40000.0,,Ready to Move,Ground out of 4,Resale,,,,0,3.0,3.0,Delhi, Soami Nagar,40000.0,3,,575.0,,,Flat,,1.048822857525619,575.0
"2 BHK Flat for Sale in Omicron 1, Greater Noida",4100000,3148.0,,Ready to Move,20 out of 20,Resale,,,,0,2.0,0.0,Noida, Omicron 1,3148.0,2,,1302.41,,,Flat,,-0.23039670282111385,1302.41
"2 BHK Flat for Sale in Radhika Green, Tilpata karanwas, Greater Noida",2550000,3636.0,,Ready to Move,3 out of 4,Resale,,,,0,2.0,0.0,Noida, Radhika Green,3636.0,2,,701.32,,,Flat,,-0.2121654380537583,701.32
" Studio Apartment for Sale in Omaxe ITC, Alpha 2, Greater Noida",2000000,3182.0,,Poss. by Jun '25,6 out of 12,Resale,,,,0,1.0,0.0,Noida, Omaxe ITC,3182.0,1,,628.54,,,Flat,,-0.22912649175125713,628.54
"2 BHK Flat for Sale in Amrapali Kingswood, Greater Noida West, Greater Noida",3500000,23889.0,,Ready to Move,15 out of 24,Resale,,,,0,2.0,0.0,Noida, Amrapali Kingswood,23889.0,2,,146.51,,,Flat,,0.5444694089406112,146.51
3 BHK House for Sale in Gurgaon Rural Gurgaon,32500000,7750.0,,Ready to Move,6 out of 8,Resale,,,,0,3.0,0.0,Gurgaon, Gurgaon Rural Gurgaon,7750.0,3,,4193.55,,,House,,-0.39984655109170614,4193.55
"2 BHK Flat for Sale in Rail Kunj Apartments, Vasundhara, Ghaziabad",6200000,5113.0,,Ready to Move,20 out of 25,Resale,,,,0,2.0,0.0,Ghaziabad, Rail Kunj Apartments,5113.0,2,,1212.6,,,Flat,,-0.3499128259019539,1212.6
"2 BHK Flat for Sale in Vasundhara Sector 3, Ghaziabad",5000000,16111.0,,Ready to Move,2 out of 4,Resale,,,,0,2.0,0.0,Ghaziabad, Vasundhara Sector 3,16111.0,2,,310.35,,,Flat,,1.876445744232844,310.35
3 BHK House for Sale in moedl basti filmistan New Delhi,80000000,66667.0,Viksons Project LLP,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2,2.0,2.0,Delhi, moedl basti filmistan New Delhi,66667.0,3,200.0,1199.99,sqyrd,200.0,House,1800.0,2.091991781731985,1199.99
"4 BHK Flat for Sale in M3M Capital, Sector 113, Gurgaon",19300000,9369.0,Shri Guruji Associates,Poss. by Mar '25,4 out of 15,New Property,East,Main Road,Freehold,1,4.0,2.0,Gurgaon, M3M Capital,9369.0,4,1850.0,2059.99,sqft,1850.0,Flat,1850.0,-0.18880194973088532,2059.99
"2 BHK Flat for Sale in Sohna Sector 5, Gurgaon",2700000,4779.0,7 Star Property,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,1,2.0,1.0,Gurgaon, Sohna Sector 5,4779.0,2,1100.0,564.97,sqft,1100.0,Flat,1100.0,-0.7871309925018349,564.97
"4 BHK Flat for Sale in Sector 89, Faridabad",16200000,4500.0,,Ready to Move,1 out of 3,New Property,East,"Garden/Park, Main Road",Freehold,1,3.0,5.0,Faridabad, Sector 89,4500.0,4,300.0,3600.0,sqyrd,300.0,Flat,2700.0,-0.36854010736389897,3600.0
"3 BHK Flat for Sale in Arun Vihar, Sector 37, Golf course Metro, Noida",12000000,8889.0,,Ready to Move,2 out of 4,Resale,South,Main Road,Freehold,2,2.0,3.0,Noida, Arun Vihar,8889.0,3,1720.0,1349.98,sqft,1720.0,Flat,1720.0,-0.0159178277608919,1349.98
"10 BHK House for Sale in Ardee City, Sector 52 Gurgaon",65000000,24074.0,,Ready to Move,4 out of 8,Resale,South -West,Main Road,Freehold,1,10.0,2.0,Gurgaon, Ardee City,24074.0,10,50.0,2700.01,sqft,50.0,House,50.0,1.7280670206278976,2700.01
"2 BHK Flat for Sale in Signature Global City 92 Phase 2, Sector 92, Gurgaon",7800000,7723.0,,Poss. by Jul '25,Ground out of 3,Resale,North,"Garden/Park, Pool",Freehold,1,2.0,3.0,Gurgaon, Signature Global City 92 Phase 2,7723.0,2,7000.0,1009.97,sqft,7000.0,Flat,7000.0,-0.40336613369624114,1009.97
"2 BHK Flat for Sale in Patel Nagar, Ghaziabad",5000000,4112.0,,Ready to Move,3 out of 3,Resale,North - West,Main Road,Leasehold,1,2.0,1.0,Ghaziabad, Patel Nagar,4112.0,2,400.0,1215.95,sqft,400.0,Flat,400.0,-0.5525482985974378,1215.95
"3 BHK House for Sale in LIC Colony, Paschim Vihar New Delhi",22500000,13889.0,,Ready to Move,Ground out of 24,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,1,3.0,1.0,Delhi, LIC Colony,13889.0,3,1215.0,1619.99,sqft,1215.0,House,1215.0,0.027403733516453668,1619.99
"2 BHK Flat for Sale in Shatabdipuram, Govindpuram, Ghaziabad",2400000,2667.0,,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1,2.0,3.0,Ghaziabad, Shatabdipuram,2667.0,2,4200.0,899.89,sqft,4200.0,Flat,4200.0,-0.8450640409001096,899.89
"4 BHK Flat for Sale in Greater Noida West, Noida",17500000,7973.0,,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1,4.0,2.0,Noida, Greater Noida West,7973.0,4,1600.0,2194.91,sqft,1600.0,Flat,1600.0,-0.050138808348797026,2194.91
"3 BHK Flat for Sale in DDA Flat AC Block, Shalimar bagh, New Delhi",15000000,11148.0,,Ready to Move,5 out of 14,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,2,2.0,1.0,Delhi, DDA Flat AC Block,11148.0,3,1250.0,1345.53,sqft,1250.0,Flat,1250.0,-0.07981965198808934,1345.53
"3 BHK Flat for Sale in Raj Nagar Extension, Ghaziabad",5500000,3691.0,,Ready to Move,3 out of 4,Resale,East,,Leasehold,1,3.0,2.0,Ghaziabad, Raj Nagar Extension,3691.0,3,700.0,1490.11,sqft,700.0,Flat,700.0,-0.6377726082925415,1490.11
10 BHK House for Sale in Sector 50 Noida,92500000,11562.0,,Ready to Move,1 out of 7,Resale,,,,0,8.0,3.0,Noida, Sector 50 Noida,11562.0,10,,8000.35,,,House,,0.08394317781931596,8000.35
" Studio Apartment for Sale in Conscient One, Sector 109, Gurgaon",6600000,11092.0,,Ready to Move,7 out of 15,New Property,,,,0,1.0,2.0,Gurgaon, Conscient One,11092.0,1,,595.02,,,Flat,,0.03579956240295916,595.02
"3 BHK Flat for Sale in Jal Vayu Vihar, Sector 21, Noida",10500000,7500.0,,Ready to Move,9 out of 30,Resale,,,,0,2.0,1.0,Noida, Jal Vayu Vihar,7500.0,3,,1400.0,,,Flat,,-0.06780968587945109,1400.0
"4 BHK Flat for Sale in Sare Petioles, Sector 92, Gurgaon",13000000,6373.0,,Ready to Move,1 out of 5,Resale,,,,0,4.0,3.0,Gurgaon, Sare Petioles,6373.0,4,,2039.86,,,Flat,,-0.579345263922991,2039.86
"3 BHK Flat for Sale in Tarun Vihar Apartment, Rohini Sector 13, New Delhi",19000000,11875.0,,Ready to Move,14 out of 14,Resale,,,,0,2.0,0.0,Delhi, Tarun Vihar Apartment,11875.0,3,,1600.0,,,Flat,,-0.051380614679879644,1600.0
1 BHK House for Sale in Uttam Nagar New Delhi,2000000,6667.0,,Ready to Move,2 out of 13,Resale,,,,0,1.0,0.0,Delhi, Uttam Nagar New Delhi,6667.0,1,,299.99,,,House,,-0.2551089589730792,299.99
"2 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",17000000,11348.0,,Ready to Move,3 out of 3,Resale,,,,0,2.0,0.0,Gurgaon, Ireo Victory Valley,11348.0,2,,1498.06,,,Flat,,0.0691704196904021,1498.06
"2 BHK Flat for Sale in Ireo The Corridors, Sector 67A, Gurgaon",13500000,10417.0,,Ready to Move,4 out of 11,New Property,,,,0,2.0,0.0,Gurgaon, Ireo The Corridors,10417.0,2,,1295.96,,,Flat,,-0.05219000271041579,1295.96
"2 BHK Flat for Sale in Vikram Vihar, Lajpat Nagar, New Delhi",12000000,6328.0,,Ready to Move,14 out of 34,Resale,,,,0,2.0,0.0,Delhi, Vikram Vihar,6328.0,2,,1896.33,,,Flat,,-0.2683700781580628,1896.33
"3 BHK Flat for Sale in Oxirich Avenue, Indirapuram, Ghaziabad",11200000,11370.0,,Ready to Move,,New Property,,,,0,3.0,0.0,Ghaziabad, Oxirich Avenue,11370.0,3,,985.05,,,Flat,,0.9167107032245628,985.05
"3 BHK Flat for Sale in Veena Apartment, Dwarka Sector 22, New Delhi",22500000,7168.0,,Ready to Move,7 out of 10,Resale,North - East,"Garden/Park, Main Road",Freehold,1,3.0,3.0,Delhi, Veena Apartment,7168.0,3,1450.0,3138.95,sqft,1450.0,Flat,1450.0,-0.2355106677881919,3138.95
"3 BHK Flat for Sale in Ansal Esencia Sovereign Floors, Esencia, Sector 67, Sohna Road, Gurgaon",11100000,9259.0,,Ready to Move,1 out of 2,Resale,North - East,Main Road,Leasehold,1,3.0,4.0,Gurgaon, Ansal Esencia Sovereign Floors,9259.0,3,90.0,1198.83,sqm,90.0,Flat,968.76,-0.20314098997158347,1198.83
3 BHK House for Sale in Sant Nagar New Delhi,7500000,9496.0,,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Freehold,1,2.0,2.0,Delhi, Sant Nagar New Delhi,9496.0,3,900.0,789.81,sqft,900.0,House,900.0,-0.14444315904883542,789.81
2 BHK House for Sale in Sector XU 1 Greater Noida,9200000,4900.0,,Ready to Move,1 out of 4,Resale,North,Garden/Park,Freehold,1,2.0,1.0,Noida, Sector XU 1 Greater Noida,4900.0,2,950.0,1877.55,sqft,950.0,House,950.0,-0.1649434735743783,1877.55
"2 BHK Flat for Sale in Shipra Sun City, Shipra Suncity, Indirapuram, Ghaziabad",5500000,6400.0,,Ready to Move,2 out of 4,Resale,South -West,"Garden/Park, Main Road",Leasehold,1,2.0,3.0,Ghaziabad, Shipra Sun City,6400.0,2,4698.0,859.38,sqft,4698.0,Flat,4698.0,-0.08938150386490307,859.38
"3 BHK Flat for Sale in Trehan Luxury Floors, Golf course Extension Road, Gurgaon",12500000,6400.0,,Ready to Move,2 out of 3,New Property,,,,0,3.0,2.0,Gurgaon, Trehan Luxury Floors,6400.0,3,1100.0,1953.12,sqft,1100.0,Flat,1100.0,-0.575825681318456,1953.12
"3 BHK Flat for Sale in Sector 67A, Gurgaon",12500000,5833.0,,Ready to Move,Ground out of 1,New Property,,,,0,3.0,7.0,Gurgaon, Sector 67A,5833.0,3,5000.0,2142.98,sqft,5000.0,Flat,5000.0,-0.649736916013691,2142.98
2 BHK House for Sale in Noida Extention Greater Noida,4200000,4167.0,,Ready to Move,5 out of 12,Resale,,,,0,2.0,1.0,Noida, Noida Extention Greater Noida,4167.0,2,,1007.92,,,House,,-0.1923277298745251,1007.92
3 BHK House for Sale in Kalkaji New Delhi,5000000,6857.0,,Ready to Move,3 out of 3,Resale,,,,0,2.0,2.0,Delhi, Kalkaji New Delhi,6857.0,3,,729.18,,,House,,-0.24767647329417983,729.18
"7 BHK Villa for Sale in Taj Expressway, Greater Noida West Noida",25000000,5375.0,,Ready to Move,1 out of 5,Resale,,,,0,7.0,0.0,Noida, Taj Expressway,5375.0,7,,4651.16,,,Villa,,-0.14719787774549736,4651.16
"4 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",12000000,19667.0,,Ready to Move,2 out of 4,Resale,,,,0,4.0,0.0,Gurgaon, Shivaji Nagar,19667.0,4,,610.16,,,Flat,,1.1535929266210185,610.16
"2 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",4300000,8774.0,,Ready to Move,2 out of 5,Resale,,,,0,2.0,0.0,Gurgaon, Shivaji Nagar,8774.0,2,,490.08,,,Flat,,-0.26636312194193434,490.08
"3 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",29500000,5833.0,,Ready to Move,1 out of 1,Resale,,,,0,3.0,0.0,Delhi, DDA Flats Sector E Pocket 2,5833.0,3,,5057.43,,,Flat,,-0.2877336592688796,5057.43
"3 BHK Flat for Sale in Rohini Sector 22, New Delhi",8500000,3583.0,,Ready to Move,10 out of 18,Resale,,,,0,2.0,0.0,Delhi, Rohini Sector 22,3583.0,3,,2372.31,,,Flat,,-0.3757499370453195,2372.31
"1 BHK Flat for Sale in Sector 82, Dadri Road, Noida",3500000,4167.0,,Ready to Move,Ground out of 20,Resale,,,,0,1.0,0.0,Noida, Sector 82,4167.0,1,,839.93,,,Flat,,-0.1923277298745251,839.93
"6 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",1290000,7011.0,,Ready to Move,3 out of 4,Resale,,,,0,8.0,0.0,Gurgaon, Shivaji Nagar,7011.0,6,,184.0,,,Flat,,-0.4961788305269418,184.0
" Studio Apartment for Sale in Alpha 2, Greater Noida",3420000,7222.0,,Ready to Move,1 out of 4,Resale,,,,0,5.0,0.0,Noida, Alpha 2,7222.0,1,,473.55,,,Flat,,-0.07819552933298561,473.55
"4 BHK Flat for Sale in Aarcity Regency Park, Greater Noida West, Greater Noida",12000000,5769.0,,Ready to Move,13 out of 19,Resale,,,,0,2.0,0.0,Noida, Aarcity Regency Park,5769.0,4,,2080.08,,,Flat,,-0.13247837299480456,2080.08
3 BHK House for Sale in Sector 62 Faridabad,6000000,4364.0,,Ready to Move,Ground out of 18,Resale,,,,0,3.0,0.0,Faridabad, Sector 62 Faridabad,4364.0,3,,1374.89,,,House,,-0.38626670648570705,1374.89
"3 BHK Flat for Sale in Unione Residency, Bahrampur, Ghaziabad",3000000,19882.0,,Ready to Move,3 out of 5,Resale,,,,0,2.0,0.0,Ghaziabad, Unione Residency,19882.0,3,,150.89,,,Flat,,2.639820736774972,150.89
"2 BHK Flat for Sale in Sector 16, Noida",4800000,10000.0,,Ready to Move,,Resale,,,,0,4.0,0.0,Noida, Sector 16,10000.0,2,,480.0,,,Flat,,0.02558818690413276,480.0
"4 BHK Flat for Sale in Elevate, Sector 50, Gurgaon",67500000,3556.0,,,,Resale,,,,0,5.0,0.0,Gurgaon, Elevate,3556.0,4,,18982.0,,,Flat,,-0.9465550489961424,18982.0
"2 BHK Flat for Sale in Pareena Micasa, Sector 68, Gurgaon",9500000,7631.0,Chauhan Properties,Ready to Move,7 out of 35,New Property,North - East,Garden/Park,Freehold,1,2.0,3.0,Gurgaon, Pareena Micasa,7631.0,2,800.0,1244.92,sqft,800.0,Flat,800.0,-0.4153587855339159,1244.92
"3 BHK Flat for Sale in Dwarka Sector 15, New Delhi",7400000,5920.0,M G Properties,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool",Leasehold,3,3.0,2.0,Delhi, Dwarka Sector 15,5920.0,3,1827.0,1250.0,sqft,1827.0,Flat,1827.0,-0.28433036319485727,1250.0
"4 BHK Flat for Sale in Jangpura Extension, Jangpura, New Delhi",75000000,27778.0,,Ready to Move,Ground out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,2,4.0,3.0,Delhi, Jangpura Extension,27778.0,4,1800.0,2699.98,sqft,1800.0,Flat,1800.0,0.5707184366439976,2699.98
> 10 BHK House for Sale in Kishan Ganj New Delhi,20000000,5556.0,,Ready to Move,Ground out of 4,Resale,North - West,Main Road,Freehold,1,8.0,4.0,Delhi, Kishan Ganj New Delhi,5556.0,10,650.0,3599.71,sqft,650.0,House,650.0,-0.29856944102180133,3599.71
"3 BHK Flat for Sale in Godrej 101, Sector 79, Gurgaon",18000000,7958.0,,Ready to Move,4 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,1,3.0,2.0,Gurgaon, Godrej 101,7958.0,3,20.0,2261.87,sqft,20.0,Flat,20.0,-0.3727327295456587,2261.87
"2 BHK Flat for Sale in Saya Gold Avenue, Vaibhav Khand, Indirapuram, Ghaziabad",7900000,7215.0,,Ready to Move,23 out of 36,New Property,North - East,"Garden/Park, Main Road",Leasehold,1,2.0,3.0,Ghaziabad, Saya Gold Avenue,7215.0,2,500.0,1094.94,sqft,500.0,Flat,500.0,0.07560142345459687,1094.94
"5 BHK House for Sale in Sector 15A, Noida Express Way Noida",90000000,19916.0,,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,1,6.0,1.0,Noida, Sector 15A,19916.0,5,202.0,4518.98,sqyrd,202.0,House,1818.0,0.39604150951293976,4518.98
"1 BHK Flat for Sale in Niti Khand-Indirapuram, Indirapuram, Ghaziabad",2600000,4815.0,,Ready to Move,1 out of 5,Resale,East,,,1,1.0,3.0,Ghaziabad, Niti Khand-Indirapuram,4815.0,1,,539.98,,,Flat,,-0.4102378717193907,539.98
2 BHK House for Sale in nawada bazar Najafgarh New Delhi,9000000,10101.0,,Ready to Move,Ground out of 2,Resale,,,,0,2.0,4.0,Delhi, nawada bazar Najafgarh New Delhi,10101.0,2,,891.0,,,House,,-0.1207765599133927,891.0
"2 BHK Flat for Sale in Rama Park, Nawada, New Delhi",2550000,4722.0,,Ready to Move,1 out of 4,Resale,,,,0,1.0,3.0,Delhi, Rama Park,4722.0,2,,540.03,,,Flat,,-0.3311941413176017,540.03
"3 BHK Flat for Sale in Sector 48, Gurgaon",16500000,13462.0,,Ready to Move,5 out of 13,Resale,,,,0,3.0,1.0,Gurgaon, Sector 48,13462.0,3,,1225.67,,,Flat,,0.34474070213436453,1225.67
"3 BHK Flat for Sale in SKA Metro Ville, Eta 2, Eta, Greater Noida",7100000,6222.0,,Ready to Move,28 out of 28,Resale,,,,0,3.0,1.0,Noida, SKA Metro Ville,6222.0,3,,1141.11,,,Flat,,-0.11555467844641916,1141.11
"2 BHK Flat for Sale in Nyay Khand 1, Ghaziabad",4000000,6667.0,,Ready to Move,Ground out of 10,Resale,,,,0,2.0,0.0,Ghaziabad, Nyay Khand 1,6667.0,2,,599.97,,,Flat,,-0.03533188227679695,599.97
"2 BHK Flat for Sale in Floridaa, Sector 82, Faridabad",2430000,3523.0,,Ready to Move,2 out of 4,New Property,,,,0,3.0,0.0,Faridabad, Floridaa,3523.0,2,,689.75,,,Flat,,-0.495884867231594,689.75
"4 BHK Flat for Sale in Govindpuri Main, New Delhi",6500000,4583.0,,Ready to Move,3 out of 4,Resale,,,,0,1.0,0.0,Delhi, Govindpuri Main,4583.0,4,,1418.28,,,Flat,,-0.33663159136690174,1418.28
"3 BHK Flat for Sale in Mehrauli, New Delhi",8500000,8129.0,,Ready to Move,3 out of 3,Resale,,,,0,1.0,0.0,Delhi, Mehrauli,8129.0,3,,1045.64,,,Flat,,-0.19791793759123247,1045.64
"2 BHK Flat for Sale in JM Orchid, Sector 76, Noida",6600000,6633.0,Gurgaon Realty,Ready to Move,15 out of 18,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,1,2.0,4.0,Noida, JM Orchid,6633.0,2,810.0,995.02,sqft,810.0,Flat,810.0,-0.10020006816079798,995.02
"2 BHK Flat for Sale in Kavi Nagar, Ghaziabad",5500000,6111.0,,Ready to Move,2 out of 3,Resale,South - East,"Garden/Park, Pool, Main Road",Freehold,1,2.0,2.0,Ghaziabad, Kavi Nagar,6111.0,2,1400.0,900.02,sqft,1400.0,Flat,1400.0,-0.1478846523254374,900.02
"3 BHK Flat for Sale in Surya Kanishk Tower, Vaishali Sector 4, Ghaziabad",15500000,6904.0,,Ready to Move,6 out of 9,Resale,South - East,Main Road,Freehold,2,3.0,3.0,Ghaziabad, Surya Kanishk Tower,6904.0,3,1565.0,2245.08,sqft,1565.0,Flat,1565.0,0.012644748121634318,2245.08
"3 BHK Flat for Sale in Amolik Residency, Sector 86, Faridabad",8500000,5484.0,,Poss. by Sep '23,2 out of 4,Resale,South,"Garden/Park, Pool, Main Road",Freehold,1,2.0,2.0,Faridabad, Amolik Residency,5484.0,3,1800.0,1549.96,sqft,1800.0,Flat,1800.0,-0.24028294901199324,1549.96
"8 BHK House for Sale in Ballabhgarh Sector 1, Mathura Road Faridabad",19000000,3800.0,,Ready to Move,3 out of 3,New Property,East,Main Road,Leasehold,2,5.0,7.0,Faridabad, Ballabhgarh Sector 1,3800.0,8,1242.0,5000.0,sqft,1242.0,House,1242.0,-0.4597799557849701,5000.0
"3 BHK Flat for Sale in New Chandrawal, Civil Lines, New Delhi",8000000,7407.0,,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Main Road",Leasehold,1,2.0,2.0,Delhi, New Chandrawal,7407.0,3,1800.0,1080.06,sqft,1800.0,Flat,1800.0,-0.22616138317105008,1080.06
"3 BHK Flat for Sale in Anarkali Colony, Krishna Nagar, New Delhi",10000000,7407.0,,Ready to Move,4 out of 4,Resale,East,Main Road,Freehold,1,2.0,5.0,Delhi, Anarkali Colony,7407.0,3,2800.0,1350.07,sqft,2800.0,Flat,2800.0,-0.22616138317105008,1350.07
